#F #gamma T1 T2 T1_C T2_C
0.04 0.005 1.209344930935458 72.72351174970197 1.5943460763312642 72.33110684612767
0.0516666666667 0.005 1.2147955875395282 47.8674324073206 1.6014860049174493 47.65602246357918
0.0633333333333 0.005 1.2201273865888882 35.98020478645142 1.6086053277166774 35.82920869909186
0.075 0.005 1.225334306940228 28.827318763664014 1.6157019382779632 28.708271087307693
0.0866666666667 0.005 1.2304100851007769 24.024858482720543 1.6227736179231196 23.92594498931466
0.0983333333333 0.005 1.2353482061425578 20.573299197121383 1.629818027382848 20.488348210957668
0.11 0.005 1.2401418948736964 17.9725063888884 1.6368326976970249 17.897845908985946
